Time,Team,Operation,BuyVolume,SellVolume,EtfPosition,FuturePosition,EtfPrice,FuturePrice,TotalFees,AccountBalance,ProfitOrLoss,Status
422.5,TraderOne,Tick,1083,1159,-76,76,149900,149900,18288,437012,437012,OK
422.66,TraderOne,Tick,1083,1159,-76,76,149900,149900,18288,437012,437012,OK
422.82,TraderOne,Tick,1083,1159,-76,76,149900,149900,18288,437012,437012,OK
423.28,TraderOne,Tick,1083,1159,-76,76,149900,149900,18288,437012,437012,OK
423.44,TraderOne,Tick,1083,1159,-76,76,149900,149900,18288,437012,437012,OK
423.91,TraderOne,Tick,1083,1159,-76,76,150500,149900,18288,437012,414212,OK
423.91,TraderOne,Tick,1083,1159,-76,76,150500,149900,18288,437012,414212,OK
424.22,TraderOne,Tick,1083,1159,-76,76,150500,149900,18288,437012,414212,OK
424.69,TraderOne,Tick,1083,1159,-76,76,149900,149900,18288,437012,437012,OK
424.69,TraderOne,Tick,1083,1159,-76,76,149900,149900,18288,437012,437012,OK
425.32,TraderOne,Tick,1083,1159,-76,76,149900,149500,18288,437012,421812,OK
425.47,TraderOne,Tick,1083,1159,-76,76,149800,149500,18288,437012,421812,OK
425.94,TraderOne,Tick,1083,1159,-76,76,149800,149700,18288,437012,429412,OK
425.94,TraderOne,Tick,1083,1159,-76,76,149800,149700,18288,437012,429412,OK
426.25,TraderOne,Tick,1083,1159,-76,76,149800,149800,18288,437012,437012,OK
426.72,TraderOne,Tick,1083,1159,-76,76,149800,149800,18288,437012,437012,OK
426.88,TraderOne,Tick,1083,1159,-76,76,149800,149800,18288,437012,437012,OK
427.03,TraderOne,Tick,1083,1159,-76,76,150100,149800,18288,437012,414212,OK
427.19,TraderOne,Tick,1083,1159,-76,76,150100,149800,18288,437012,414212,OK
427.5,TraderOne,Tick,1083,1159,-76,76,150100,149800,18288,437012,414212,OK
427.97,TraderOne,Tick,1083,1159,-76,76,150100,149800,18288,437012,414212,OK
427.97,TraderOne,Tick,1083,1159,-76,76,150100,149800,18288,437012,414212,OK
428.13,TraderOne,Tick,1083,1159,-76,76,150100,149800,18288,437012,414212,OK
428.6,TraderOne,Tick,1083,1159,-76,76,150400,149800,18288,437012,414212,OK
428.6,TraderOne,Tick,1083,1159,-76,76,149800,149800,18288,437012,437012,OK
428.91,TraderOne,Tick,1083,1159,-76,76,149800,149800,18288,437012,437012,OK
429.22,TraderOne,Tick,1083,1159,-76,76,149800,149800,18288,437012,437012,OK
429.38,TraderOne,Tick,1083,1159,-76,76,149800,149800,18288,437012,437012,OK
429.69,TraderOne,Tick,1083,1159,-76,76,149800,149800,18288,437012,437012,OK
430.16,TraderOne,Tick,1083,1159,-76,76,149800,149800,18288,437012,437012,OK
430.32,TraderOne,Tick,1083,1159,-76,76,149800,149600,18288,437012,421812,OK
430.47,TraderOne,Tick,1083,1159,-76,76,150200,149600,18288,437012,421812,OK
430.63,TraderOne,Tick,1083,1159,-76,76,149800,149600,18288,437012,421812,OK
430.94,TraderOne,Tick,1083,1159,-76,76,149800,149600,18288,437012,421812,OK
431.1,TraderOne,Tick,1083,1159,-76,76,149800,149600,18288,437012,421812,OK
431.57,TraderOne,Tick,1083,1159,-76,76,149800,149600,18288,437012,421812,OK
431.72,TraderOne,Tick,1083,1159,-76,76,149800,149700,18288,437012,429412,OK
431.88,TraderOne,Tick,1083,1159,-76,76,149800,149700,18288,437012,429412,OK
432.19,TraderOne,Tick,1083,1159,-76,76,149800,149700,18288,437012,429412,OK
432.66,TraderOne,Tick,1083,1159,-76,76,149800,149700,18288,437012,429412,OK
432.66,TraderOne,Tick,1083,1159,-76,76,149800,149700,18288,437012,429412,OK
432.97,TraderOne,Tick,1083,1159,-76,76,149800,149500,18288,437012,421812,OK
433.13,TraderOne,Tick,1083,1159,-76,76,149800,149500,18288,437012,421812,OK
433.44,TraderOne,Tick,1083,1159,-76,76,149800,149500,18288,437012,421812,OK
433.75,TraderOne,Tick,1083,1159,-76,76,149800,149500,18288,437012,421812,OK
433.91,TraderOne,Tick,1083,1159,-76,76,150000,149500,18288,437012,421812,OK
434.53,TraderOne,Tick,1083,1159,-76,76,149600,149300,18288,437012,421812,OK
434.85,TraderOne,Tick,1083,1159,-76,76,149600,149000,18288,437012,421812,OK
434.85,TraderOne,Tick,1083,1159,-76,76,149600,149000,18288,437012,421812,OK
435.16,TraderOne,Tick,1083,1159,-76,76,149600,149000,18288,437012,421812,OK
435.47,TraderOne,Tick,1083,1159,-76,76,149600,149300,18288,437012,421812,OK
435.78,TraderOne,Tick,1083,1159,-76,76,149600,149300,18288,437012,421812,OK
435.94,TraderOne,Tick,1083,1159,-76,76,149600,149300,18288,437012,421812,OK
436.25,TraderOne,Tick,1083,1159,-76,76,149600,149300,18288,437012,421812,OK
436.57,TraderOne,Tick,1083,1159,-76,76,149600,149300,18288,437012,421812,OK
436.72,TraderOne,Tick,1083,1159,-76,76,149600,149300,18288,437012,421812,OK
437.03,TraderOne,Tick,1083,1159,-76,76,149600,149300,18288,437012,421812,OK
437.35,TraderOne,Tick,1083,1159,-76,76,149600,149300,18288,437012,421812,OK
437.35,TraderOne,Tick,1083,1159,-76,76,149600,149300,18288,437012,421812,OK
437.66,TraderOne,Tick,1083,1159,-76,76,149600,149300,18288,437012,421812,OK
437.97,TraderOne,Tick,1083,1159,-76,76,149600,149300,18288,437012,421812,OK
438.28,TraderOne,Tick,1083,1159,-76,76,149600,149300,18288,437012,421812,OK
438.6,TraderOne,Tick,1083,1159,-76,76,149400,149300,18288,437012,429412,OK
438.91,TraderOne,Tick,1083,1159,-76,76,149400,149300,18288,437012,429412,OK
439.22,TraderOne,Tick,1083,1159,-76,76,149400,149500,18288,437012,444612,OK
439.22,TraderOne,Tick,1083,1159,-76,76,149400,149500,18288,437012,444612,OK
439.53,TraderOne,Tick,1083,1159,-76,76,149400,149500,18288,437012,444612,OK
439.69,TraderOne,Tick,1083,1159,-76,76,149400,149500,18288,437012,444612,OK
440.16,TraderOne,Tick,1083,1159,-76,76,149400,149300,18288,437012,429412,OK
440.32,TraderOne,Tick,1083,1159,-76,76,149400,149300,18288,437012,429412,OK
440.47,TraderOne,Tick,1083,1159,-76,76,149700,149300,18288,437012,421812,OK
440.94,TraderOne,Tick,1083,1159,-76,76,149700,149300,18288,437012,421812,OK
440.94,TraderOne,Tick,1083,1159,-76,76,149700,149700,18288,437012,437012,OK
441.25,TraderOne,Tick,1083,1159,-76,76,149700,149700,18288,437012,437012,OK
441.41,TraderOne,Tick,1083,1159,-76,76,149700,149700,18288,437012,437012,OK
441.72,TraderOne,Tick,1083,1159,-76,76,149700,149700,18288,437012,437012,OK
441.88,TraderOne,Tick,1083,1159,-76,76,149700,149700,18288,437012,437012,OK
442.19,TraderOne,Tick,1083,1159,-76,76,149700,149700,18288,437012,437012,OK
442.35,TraderOne,Tick,1083,1159,-76,76,149700,149700,18288,437012,437012,OK
442.82,TraderOne,Tick,1083,1159,-76,76,149700,149700,18288,437012,437012,OK
442.97,TraderOne,Tick,1083,1159,-76,76,149700,149700,18288,437012,437012,OK
443.13,TraderOne,Tick,1083,1159,-76,76,149700,149700,18288,437012,437012,OK
443.44,TraderOne,Tick,1083,1159,-76,76,149700,149700,18288,437012,437012,OK
443.75,TraderOne,Tick,1083,1159,-76,76,149300,149700,18288,437012,452212,OK
443.91,TraderOne,Tick,1083,1159,-76,76,149300,149700,18288,437012,452212,OK
444.07,TraderOne,Tick,1083,1159,-76,76,149300,149700,18288,437012,452212,OK
444.38,TraderOne,Tick,1083,1159,-76,76,149300,149200,18288,437012,429412,OK
444.69,TraderOne,Tick,1083,1159,-76,76,149300,149200,18288,437012,429412,OK
445.0,TraderOne,Tick,1083,1159,-76,76,149300,149200,18288,437012,429412,OK
445.32,TraderOne,Tick,1083,1159,-76,76,149300,149300,18288,437012,437012,OK
445.78,TraderOne,Tick,1083,1159,-76,76,149300,149300,18288,437012,437012,OK
445.94,TraderOne,Tick,1083,1159,-76,76,149300,149300,18288,437012,437012,OK
446.25,TraderOne,Tick,1083,1159,-76,76,149300,149300,18288,437012,437012,OK
446.72,TraderOne,Tick,1083,1159,-76,76,149300,148800,18288,437012,421812,OK
446.72,TraderOne,Tick,1083,1159,-76,76,149300,148800,18288,437012,421812,OK
447.19,TraderOne,Tick,1083,1159,-76,76,149300,148900,18288,437012,421812,OK
447.19,TraderOne,Tick,1083,1159,-76,76,149300,148900,18288,437012,421812,OK
447.5,TraderOne,Tick,1083,1159,-76,76,149300,148900,18288,437012,421812,OK
447.82,TraderOne,Tick,1083,1159,-76,76,149300,148900,18288,437012,421812,OK
447.97,TraderOne,Tick,1083,1159,-76,76,149300,148900,18288,437012,421812,OK
448.13,TraderOne,Tick,1083,1159,-76,76,149300,148900,18288,437012,421812,OK
448.44,TraderOne,Tick,1083,1159,-76,76,149300,148900,18288,437012,421812,OK
448.6,TraderOne,Tick,1083,1159,-76,76,149300,148900,18288,437012,421812,OK
448.91,TraderOne,Tick,1083,1159,-76,76,149300,149000,18288,437012,421812,OK
449.22,TraderOne,Tick,1083,1159,-76,76,149300,149000,18288,437012,421812,OK
449.38,TraderOne,Tick,1083,1159,-76,76,149300,149000,18288,437012,421812,OK
449.69,TraderOne,Tick,1083,1159,-76,76,149300,149000,18288,437012,421812,OK
450.0,TraderOne,Tick,1083,1159,-76,76,149300,149000,18288,437012,421812,OK
450.16,TraderOne,Tick,1083,1159,-76,76,149300,149000,18288,437012,421812,OK
450.47,TraderOne,Tick,1083,1159,-76,76,149300,149000,18288,437012,421812,OK
450.78,TraderOne,Tick,1083,1159,-76,76,149300,149000,18288,437012,421812,OK
450.94,TraderOne,Tick,1083,1159,-76,76,149300,149000,18288,437012,421812,OK
451.25,TraderOne,Tick,1083,1159,-76,76,149300,149000,18288,437012,421812,OK
451.41,TraderOne,Tick,1083,1159,-76,76,149700,149000,18288,437012,421812,OK
451.88,TraderOne,Tick,1083,1159,-76,76,149300,149200,18288,437012,429412,OK
452.03,TraderOne,Tick,1083,1159,-76,76,149300,149200,18288,437012,429412,OK
452.19,TraderOne,Tick,1083,1159,-76,76,149300,149200,18288,437012,429412,OK
452.5,TraderOne,Tick,1083,1159,-76,76,149300,149300,18288,437012,437012,OK
452.66,TraderOne,Tick,1083,1159,-76,76,149300,149300,18288,437012,437012,OK
452.82,TraderOne,Tick,1083,1159,-76,76,149300,149300,18288,437012,437012,OK
453.13,TraderOne,Tick,1083,1159,-76,76,149700,149300,18288,437012,421812,OK
453.44,TraderOne,Tick,1083,1159,-76,76,149700,149300,18288,437012,421812,OK
453.75,TraderOne,Tick,1083,1159,-76,76,149700,149300,18288,437012,421812,OK
453.91,TraderOne,Tick,1083,1159,-76,76,149700,149300,18288,437012,421812,OK
454.07,TraderOne,Tick,1083,1159,-76,76,149700,149300,18288,437012,421812,OK
454.38,TraderOne,Tick,1083,1159,-76,76,149100,149200,18288,437012,444612,OK
454.85,TraderOne,Tick,1083,1159,-76,76,149100,149000,18288,437012,429412,OK
454.85,TraderOne,Tick,1083,1159,-76,76,149100,149000,18288,437012,429412,OK
455.16,TraderOne,Tick,1083,1159,-76,76,149100,149000,18288,437012,429412,OK
455.47,TraderOne,Tick,1083,1159,-76,76,149100,149000,18288,437012,429412,OK
455.63,TraderOne,Tick,1083,1159,-76,76,149100,149100,18288,437012,437012,OK
455.94,TraderOne,Tick,1083,1159,-76,76,149100,149100,18288,437012,437012,OK
456.1,TraderOne,Tick,1083,1159,-76,76,149100,149100,18288,437012,437012,OK
456.41,TraderOne,Tick,1083,1159,-76,76,149100,149100,18288,437012,437012,OK
456.88,TraderOne,Tick,1083,1159,-76,76,149100,149200,18288,437012,444612,OK
456.88,TraderOne,Tick,1083,1159,-76,76,149100,149200,18288,437012,444612,OK
457.35,TraderOne,Tick,1083,1159,-76,76,149100,149300,18288,437012,452212,OK
457.66,TraderOne,Tick,1083,1159,-76,76,149100,149300,18288,437012,452212,OK
457.66,TraderOne,Tick,1083,1159,-76,76,149100,149300,18288,437012,452212,OK
457.97,TraderOne,Tick,1083,1159,-76,76,149100,149300,18288,437012,452212,OK
458.13,TraderOne,Tick,1083,1159,-76,76,149100,149300,18288,437012,452212,OK
458.44,TraderOne,Tick,1083,1159,-76,76,149100,149300,18288,437012,452212,OK
458.6,TraderOne,Tick,1083,1159,-76,76,149100,149300,18288,437012,452212,OK
458.91,TraderOne,Tick,1083,1159,-76,76,149100,149500,18288,437012,452212,OK
459.22,TraderOne,Tick,1083,1159,-76,76,149100,149500,18288,437012,452212,OK
459.53,TraderOne,Tick,1083,1159,-76,76,149100,149500,18288,437012,452212,OK
459.85,TraderOne,Tick,1083,1159,-76,76,149100,149500,18288,437012,452212,OK
460.0,TraderOne,Tick,1083,1159,-76,76,149100,149500,18288,437012,452212,OK
460.32,TraderOne,Tick,1083,1159,-76,76,149100,149500,18288,437012,452212,OK
460.63,TraderOne,Tick,1083,1159,-76,76,149100,149500,18288,437012,452212,OK
460.63,TraderOne,Tick,1083,1159,-76,76,149100,149500,18288,437012,452212,OK
460.94,TraderOne,Tick,1083,1159,-76,76,149100,149500,18288,437012,452212,OK
461.1,TraderOne,Tick,1083,1159,-76,76,149100,149500,18288,437012,452212,OK
461.41,TraderOne,Tick,1083,1159,-76,76,149100,149500,18288,437012,452212,OK
461.88,TraderOne,Tick,1083,1159,-76,76,149100,149500,18288,437012,452212,OK
461.88,TraderOne,Tick,1083,1159,-76,76,149100,149500,18288,437012,452212,OK
462.19,TraderOne,Tick,1083,1159,-76,76,149100,149500,18288,437012,452212,OK
462.5,TraderOne,Tick,1083,1159,-76,76,149100,149500,18288,437012,452212,OK
462.82,TraderOne,Tick,1083,1159,-76,76,149100,149500,18288,437012,452212,OK
462.82,TraderOne,Tick,1083,1159,-76,76,149100,149500,18288,437012,452212,OK
463.13,TraderOne,Tick,1083,1159,-76,76,149100,149200,18288,437012,444612,OK
463.44,TraderOne,Tick,1083,1159,-76,76,149100,148900,18288,437012,421812,OK
463.91,TraderOne,Tick,1083,1159,-76,76,149100,149000,18288,437012,429412,OK
463.91,TraderOne,Tick,1083,1159,-76,76,149100,149000,18288,437012,429412,OK
464.22,TraderOne,Tick,1083,1159,-76,76,149100,149000,18288,437012,429412,OK
464.38,TraderOne,Tick,1083,1159,-76,76,149100,149000,18288,437012,429412,OK
464.69,TraderOne,Tick,1083,1159,-76,76,149100,149000,18288,437012,429412,OK
464.85,TraderOne,Tick,1083,1159,-76,76,149100,149000,18288,437012,429412,OK
465.16,TraderOne,Tick,1083,1159,-76,76,149100,149000,18288,437012,429412,OK
465.47,TraderOne,Tick,1083,1159,-76,76,149100,149100,18288,437012,437012,OK
465.94,TraderOne,Tick,1083,1159,-76,76,149000,149100,18288,437012,444612,OK
465.94,TraderOne,Tick,1083,1159,-76,76,149000,149100,18288,437012,444612,OK
466.1,TraderOne,Tick,1083,1159,-76,76,149000,149100,18288,437012,444612,OK
466.41,TraderOne,Tick,1083,1159,-76,76,149000,149100,18288,437012,444612,OK
466.72,TraderOne,Tick,1083,1159,-76,76,149000,149100,18288,437012,444612,OK
466.88,TraderOne,Tick,1083,1159,-76,76,149000,149100,18288,437012,444612,OK
467.19,TraderOne,Tick,1083,1159,-76,76,149000,149100,18288,437012,444612,OK
467.5,TraderOne,Tick,1083,1159,-76,76,149000,149100,18288,437012,444612,OK
467.82,TraderOne,Tick,1083,1159,-76,76,149000,149100,18288,437012,444612,OK
467.97,TraderOne,Tick,1083,1159,-76,76,149000,149100,18288,437012,444612,OK
468.28,TraderOne,Tick,1083,1159,-76,76,149000,149100,18288,437012,444612,OK
468.6,TraderOne,Tick,1083,1159,-76,76,149000,149100,18288,437012,444612,OK
468.91,TraderOne,Tick,1083,1159,-76,76,149300,149100,18288,437012,421812,OK
468.91,TraderOne,Tick,1083,1159,-76,76,149300,149100,18288,437012,421812,OK
469.22,TraderOne,Tick,1083,1159,-76,76,149300,149100,18288,437012,421812,OK
469.38,TraderOne,Tick,1083,1159,-76,76,149300,149100,18288,437012,421812,OK
469.69,TraderOne,Tick,1083,1159,-76,76,148900,149100,18288,437012,452212,OK
470.0,TraderOne,Tick,1083,1159,-76,76,148900,149100,18288,437012,452212,OK
470.16,TraderOne,Tick,1083,1159,-76,76,148900,149100,18288,437012,452212,OK
470.47,TraderOne,Tick,1083,1159,-76,76,148900,149100,18288,437012,452212,OK
470.78,TraderOne,Tick,1083,1159,-76,76,148900,149000,18288,437012,444612,OK
470.94,TraderOne,Tick,1083,1159,-76,76,148900,149000,18288,437012,444612,OK
471.41,TraderOne,Tick,1083,1159,-76,76,148900,149400,18288,437012,452212,OK
471.41,TraderOne,Tick,1083,1159,-76,76,148900,149400,18288,437012,452212,OK
471.72,TraderOne,Tick,1083,1159,-76,76,148900,149400,18288,437012,452212,OK
471.88,TraderOne,Tick,1083,1159,-76,76,148900,149400,18288,437012,452212,OK
472.19,TraderOne,Tick,1083,1159,-76,76,149900,149400,18288,437012,421812,OK
472.35,TraderOne,Tick,1083,1159,-76,76,149900,149400,18288,437012,421812,OK
472.82,TraderOne,Tick,1083,1159,-76,76,149900,149400,18288,437012,421812,OK
472.82,TraderOne,Tick,1083,1159,-76,76,149900,149400,18288,437012,421812,OK
473.13,TraderOne,Tick,1083,1159,-76,76,149900,149400,18288,437012,421812,OK
473.44,TraderOne,Tick,1083,1159,-76,76,149900,149400,18288,437012,421812,OK
473.75,TraderOne,Tick,1083,1159,-76,76,149900,149400,18288,437012,421812,OK
473.91,TraderOne,Tick,1083,1159,-76,76,149900,149400,18288,437012,421812,OK
474.07,TraderOne,Tick,1083,1159,-76,76,149900,149400,18288,437012,421812,OK
474.53,TraderOne,Tick,1083,1159,-76,76,149900,149400,18288,437012,421812,OK
474.85,TraderOne,Tick,1093,1159,-66,76,148900,149400,18139,-1053839,453361,OK
475.0,TraderOne,Tick,1093,1159,-66,66,148900,149400,18139,440161,453361,OK
475.32,TraderOne,Tick,1093,1159,-66,66,148900,149400,18139,440161,453361,OK
475.63,TraderOne,Tick,1093,1159,-66,66,148900,149400,18139,440161,453361,OK
475.78,TraderOne,Tick,1093,1159,-66,66,148900,149400,18139,440161,453361,OK
476.1,TraderOne,Tick,1093,1159,-66,66,148900,149400,18139,440161,453361,OK
476.1,TraderOne,Tick,1093,1159,-66,66,148900,149400,18139,440161,453361,OK
476.57,TraderOne,Tick,1093,1159,-66,66,148900,149400,18139,440161,453361,OK
476.88,TraderOne,Tick,1093,1159,-66,66,149300,149400,18139,440161,446761,OK
477.03,TraderOne,Tick,1093,1159,-66,66,149300,149600,18139,440161,453361,OK
477.19,TraderOne,Tick,1093,1159,-66,66,149300,149600,18139,440161,453361,OK
477.5,TraderOne,Tick,1093,1159,-66,66,149300,149600,18139,440161,453361,OK
477.82,TraderOne,Tick,1103,1159,-56,56,149000,149700,17990,444310,455510,OK
478.13,TraderOne,Tick,1113,1159,-46,46,149300,149700,18289,447011,456211,OK
478.13,TraderOne,Tick,1113,1159,-46,46,149300,149700,18289,447011,456211,OK
478.44,TraderOne,Tick,1128,1159,-31,31,149300,149600,18737,451063,457263,OK
478.91,TraderOne,Tick,1128,1159,-31,31,149300,149600,18737,451063,457263,OK
479.07,TraderOne,Tick,1128,1159,-31,31,149300,149600,18737,451063,457263,OK
479.22,TraderOne,Tick,1128,1159,-31,31,149300,149600,18737,451063,457263,OK
479.53,TraderOne,Tick,1128,1159,-31,31,149300,149500,18737,451063,457263,OK
480.0,TraderOne,Tick,1128,1159,-31,31,149300,149500,18737,451063,457263,OK
480.47,TraderOne,Tick,1128,1159,-31,31,149300,149400,18737,451063,454163,OK
480.63,TraderOne,Tick,1128,1159,-31,31,149300,149400,18737,451063,454163,OK
480.78,TraderOne,Tick,1128,1159,-31,31,149300,149700,18737,451063,457263,OK
481.25,TraderOne,Tick,1128,1159,-31,31,149300,149800,18737,451063,460363,OK
481.72,TraderOne,Tick,1128,1159,-31,31,149900,150000,18737,451063,454163,OK
481.72,TraderOne,Tick,1128,1159,-31,31,149900,150000,18737,451063,454163,OK
482.03,TraderOne,Tick,1128,1159,-31,31,149900,150000,18737,451063,454163,OK
482.66,TraderOne,Tick,1128,1159,-31,31,149900,150000,18737,451063,454163,OK
482.97,TraderOne,Tick,1128,1159,-31,31,149900,150000,18737,451063,454163,OK
482.97,TraderOne,Tick,1128,1159,-31,31,149900,150000,18737,451063,454163,OK
483.28,TraderOne,Tick,1128,1159,-31,31,149900,150000,18737,451063,454163,OK
483.75,TraderOne,Tick,1128,1159,-31,31,149900,150000,18737,451063,454163,OK
483.91,TraderOne,Tick,1128,1159,-31,31,149900,150000,18737,451063,454163,OK
484.22,TraderOne,Tick,1128,1159,-31,31,149900,150000,18737,451063,454163,OK
484.38,TraderOne,Tick,1128,1159,-31,31,149900,150000,18737,451063,454163,OK
484.85,TraderOne,Tick,1128,1159,-31,31,149900,150000,18737,451063,454163,OK
484.85,TraderOne,Tick,1128,1159,-31,31,149900,150000,18737,451063,454163,OK
485.16,TraderOne,Tick,1138,1159,-21,31,149500,150000,18587,-1046787,459513,OK
485.47,TraderOne,Tick,1148,1159,-11,11,149900,150000,18887,455913,457013,OK
485.94,TraderOne,Tick,1158,1159,-1,1,150000,150500,19187,458613,458913,OK
486.1,TraderOne,Tick,1158,1159,-1,1,150000,150500,19187,458613,458913,OK
487.03,TraderOne,Tick,1158,1159,-1,1,150500,150900,19187,458613,458913,OK
487.19,TraderOne,Tick,1158,1159,-1,1,150400,151000,19187,458613,458913,OK
487.5,TraderOne,Tick,1168,1159,9,-9,150500,150900,19488,462312,459612,OK
487.97,TraderOne,Tick,1178,1159,19,-19,150600,150800,19789,464811,461011,OK
487.97,TraderOne,Tick,1178,1159,19,-19,150600,150800,19789,464811,461011,OK
488.44,TraderOne,Tick,1188,1159,29,-29,150600,150800,20090,464510,458710,OK
488.44,TraderOne,Tick,1188,1159,29,-29,150600,150800,20090,464510,458710,OK
488.75,TraderOne,Tick,1208,1159,49,-49,150600,150800,20692,465908,456108,OK
489.22,TraderOne,Tick,1218,1159,59,-59,150600,150800,20993,466607,454807,OK
489.22,TraderOne,Tick,1218,1159,59,-59,150600,150800,20993,466607,454807,OK
489.53,TraderOne,Tick,1228,1159,69,-69,150400,151000,21294,469306,448606,OK
489.85,TraderOne,Tick,1238,1159,79,-79,150700,151000,21595,473005,449305,OK
490.0,TraderOne,Tick,1238,1159,79,-79,150800,151000,21595,473005,457205,OK
490.32,TraderOne,Tick,1238,1159,79,-79,150800,151000,21595,473005,457205,OK
490.47,TraderOne,Tick,1238,1159,79,-79,150800,151000,21595,473005,457205,OK
490.78,TraderOne,Tick,1238,1159,79,-79,150800,151000,21595,473005,457205,OK
490.94,TraderOne,Tick,1238,1159,79,-79,150800,151000,21595,473005,457205,OK
491.1,TraderOne,Tick,1238,1159,79,-79,150800,151000,21595,473005,457205,OK
491.41,TraderOne,Tick,1238,1159,79,-79,150800,150800,21595,473005,473005,OK
491.88,TraderOne,Tick,1238,1159,79,-79,150800,150800,21595,473005,473005,OK
491.88,TraderOne,Tick,1238,1159,79,-79,150800,150800,21595,473005,473005,OK
492.35,TraderOne,Tick,1238,1159,79,-79,150800,150500,21595,473005,496705,OK
492.5,TraderOne,Tick,1238,1159,79,-79,150800,150500,21595,473005,496705,OK
492.82,TraderOne,Tick,1238,1159,79,-79,150800,150500,21595,473005,496705,OK
492.82,TraderOne,Tick,1238,1159,79,-79,150800,150500,21595,473005,496705,OK
493.13,TraderOne,Tick,1238,1159,79,-79,150800,150500,21595,473005,496705,OK
493.44,TraderOne,Tick,1238,1159,79,-79,150800,150500,21595,473005,496705,OK
493.91,TraderOne,Tick,1238,1159,79,-79,150800,150200,21595,473005,496705,OK
494.07,TraderOne,Tick,1238,1159,79,-79,150800,150200,21595,473005,496705,OK
494.07,TraderOne,Tick,1238,1159,79,-79,150800,150200,21595,473005,496705,OK
494.53,TraderOne,Tick,1238,1159,79,-79,149900,150200,21595,473005,449305,OK
494.69,TraderOne,Tick,1238,1159,79,-79,149900,150200,21595,473005,449305,OK
495.16,TraderOne,Tick,1238,1159,79,-79,149900,150200,21595,473005,449305,OK
495.32,TraderOne,Tick,1238,1159,79,-79,149900,150000,21595,473005,465105,OK
495.32,TraderOne,Tick,1238,1159,79,-79,149900,150000,21595,473005,465105,OK
495.78,TraderOne,Tick,1238,1159,79,-79,149900,149800,21595,473005,480905,OK
495.94,TraderOne,Tick,1238,1159,79,-79,149900,149800,21595,473005,480905,OK
496.1,TraderOne,Tick,1238,1159,79,-79,149900,149800,21595,473005,480905,OK
496.57,TraderOne,Tick,1238,1165,73,-73,149900,149800,21775,472825,480125,OK
496.72,TraderOne,Tick,1238,1165,73,-73,149600,149900,21775,472825,450925,OK
497.03,TraderOne,Tick,1238,1165,73,-73,149600,149900,21775,472825,450925,OK
497.35,TraderOne,Tick,1238,1165,73,-73,149500,149900,21775,472825,450925,OK
497.82,TraderOne,Tick,1238,1165,73,-73,149500,149900,21775,472825,450925,OK
498.13,TraderOne,Tick,1238,1165,73,-73,149500,149900,21775,472825,450925,OK
498.13,TraderOne,Tick,1238,1165,73,-73,149500,149900,21775,472825,450925,OK
498.44,TraderOne,Tick,1238,1165,73,-73,149500,149900,21775,472825,450925,OK
498.75,TraderOne,Tick,1238,1165,73,-73,149500,149900,21775,472825,450925,OK
498.91,TraderOne,Tick,1238,1165,73,-73,149500,149900,21775,472825,450925,OK
499.22,TraderOne,Tick,1238,1165,73,-73,149500,149900,21775,472825,450925,OK
499.38,TraderOne,Tick,1238,1165,73,-73,149500,149900,21775,472825,450925,OK
499.69,TraderOne,Tick,1238,1165,73,-73,149400,149900,21775,472825,450925,OK
500.0,TraderOne,Tick,1238,1165,73,-73,149400,149900,21775,472825,450925,OK
500.16,TraderOne,Tick,1238,1165,73,-73,149400,149900,21775,472825,450925,OK
500.47,TraderOne,Tick,1238,1165,73,-73,149400,149900,21775,472825,450925,OK
500.78,TraderOne,Tick,1238,1165,73,-73,149400,149900,21775,472825,450925,OK
501.1,TraderOne,Tick,1238,1175,63,-73,150400,149900,21625,1974975,494875,OK
501.1,TraderOne,Tick,1238,1175,63,-63,150400,149900,21625,475975,494875,OK
501.41,TraderOne,Tick,1238,1175,63,-63,150400,149900,21625,475975,494875,OK
501.72,TraderOne,Tick,1238,1175,63,-63,150400,149900,21625,475975,494875,OK
501.88,TraderOne,Tick,1238,1175,63,-63,150400,149900,21625,475975,494875,OK
502.19,TraderOne,Tick,1238,1175,63,-63,150400,149900,21625,475975,494875,OK
502.35,TraderOne,Tick,1238,1175,63,-63,150000,149900,21625,475975,482275,OK
502.82,TraderOne,Tick,1238,1175,63,-63,149600,149900,21625,475975,457075,OK
502.82,TraderOne,Tick,1238,1175,63,-63,149600,150200,21625,475975,457075,OK
503.13,TraderOne,Tick,1242,1175,67,-67,149700,150200,21565,478035,457935,OK
503.44,TraderOne,Tick,1242,1177,65,-65,150300,150200,21535,478065,484565,OK
503.6,TraderOne,Tick,1250,1177,73,-65,149800,150200,21415,-720215,459485,OK
503.91,TraderOne,Tick,1250,1177,73,-73,149800,150200,21415,481385,459485,OK
504.38,TraderOne,Tick,1250,1177,73,-73,149800,150200,21415,481385,459485,OK
504.69,TraderOne,Tick,1250,1177,73,-73,149800,150200,21415,481385,459485,OK
504.69,TraderOne,Tick,1250,1177,73,-73,149800,150200,21415,481385,459485,OK
504.85,TraderOne,Tick,1250,1187,63,-73,149400,150200,21265,1984535,463635,OK
505.16,TraderOne,Tick,1250,1187,63,-63,149400,150200,21265,484535,465635,OK
505.32,TraderOne,Tick,1250,1187,63,-63,149400,150200,21265,484535,465635,OK
505.63,TraderOne,Tick,1250,1187,63,-63,149400,150200,21265,484535,465635,OK
